Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Building Plugins,Practical Hexo,,,,10.1007/978-1-4842-6089-0_6,Alex Libby,2020,https://link.springer.com/chapter/10.1007/978-1-4842-6089-0_6,Chapter
Getting Started,Practical Hexo,,,,10.1007/978-1-4842-6089-0_1,Alex Libby,2020,https://link.springer.com/chapter/10.1007/978-1-4842-6089-0_1,Chapter
Bringing in the Big Guns: Gatsby,Practical JAMstack,,,,10.1007/978-1-4842-6177-4_3,Frank Zammetti,2020,https://link.springer.com/chapter/10.1007/978-1-4842-6177-4_3,Chapter
React,Building Web Applications with .NET Core 2.1 and JavaScript,,,,10.1007/978-1-4842-5352-6_12,Philip JapikseKevin GrossnicklausBen Dewey,2020,https://link.springer.com/chapter/10.1007/978-1-4842-5352-6_12,Chapter
"High-Level and Productive Stream Parallelism for Dedup, Ferret, and Bzip2",International Journal of Parallel Programming,,,,10.1007/s10766-018-0558-x,Dalvan GrieblerRenato B. HoffmannMarco DaneluttoLuiz G. Fernandes,2018,https://link.springer.com/article/10.1007/s10766-018-0558-x,Article
Support for Parallel and Concurrent Programming in C++,Programming and Computer Software,,,,10.1134/S0361768818010073,N. I. V’yukovaV. A. GalatenkoS. V. Samborskii,2018,https://link.springer.com/article/10.1134/S0361768818010073,Article
"Comparison of Parallelisation Approaches, Languages, and Compilers for Unstructured Mesh Algorithms on GPUs","High Performance Computing Systems. Performance Modeling, Benchmarking, and Simulation",,,,10.1007/978-3-319-72971-8_2,G. D. BaloghI. Z. RegulyG. R. Mudalige,2018,https://link.springer.com/chapter/10.1007/978-3-319-72971-8_2,Conference paper
Exhaustive Execution of CHR Through Source-to-Source Transformation,Logic-Based Program Synthesis and Transformation,,,,10.1007/978-3-319-17822-6_4,Ahmed ElsawyAmira ZakiSlim Abdennadher,2015,https://link.springer.com/chapter/10.1007/978-3-319-17822-6_4,Conference paper
"Abelian: A Compiler for Graph Analytics on Distributed, Heterogeneous Platforms",Euro-Par 2018: Parallel Processing,,,,10.1007/978-3-319-96983-1_18,Gurbinder GillRoshan DathathriLoc HoangAndrew LenharthKeshav Pingali,2018,https://link.springer.com/chapter/10.1007/978-3-319-96983-1_18,Conference paper
Do Russian Consumers Understand and Accept the Sharing Economy as a New Digital Business Model?,Digital Transformation and Global Society,,,,10.1007/978-3-030-02843-5_31,Vera RebiazinaAnastasia ShalaevaMaria Smirnova,2018,https://link.springer.com/chapter/10.1007/978-3-030-02843-5_31,Conference paper
Execution of UML models: a systematic review of research and practice,Software & Systems Modeling,,,,10.1007/s10270-018-0675-4,Federico CiccozziIvano MalavoltaBran Selic,2018,https://link.springer.com/article/10.1007/s10270-018-0675-4,Article
Type-Driven Automated Program Transformations and Cost Modelling for Optimising Streaming Programs on FPGAs,International Journal of Parallel Programming,,,,10.1007/s10766-018-0572-z,Wim VanderbauwhedeSyed Waqar NabiCristian Urlea,2018,https://link.springer.com/article/10.1007/s10766-018-0572-z,Article
Obfuscation and Diversification for Securing Cloud Computing,Enterprise Security,,,,10.1007/978-3-319-54380-2_8,Shohreh HosseinzadehSamuel LaurénSampsa RautiSami HyrynsalmiMauro ContiVille Leppänen,2017,https://link.springer.com/chapter/10.1007/978-3-319-54380-2_8,Conference paper
A Coq Formalisation of SQL’s Execution Engines,Interactive Theorem Proving,,,,10.1007/978-3-319-94821-8_6,V. BenzakenÉ. ContejeanCh. KellerE. Martins,2018,https://link.springer.com/chapter/10.1007/978-3-319-94821-8_6,Conference paper
Basic Concepts,Pro .NET Memory Management,,,,10.1007/978-1-4842-4027-4_1,Konrad Kokosa,2018,https://link.springer.com/chapter/10.1007/978-1-4842-4027-4_1,Chapter
"Potential based, spatial simulation of dynamically nested particles",BMC Bioinformatics,,,,10.1186/s12859-019-3092-y,Till KösterPhilipp HenningAdelinde M. Uhrmacher,2019,https://link.springer.com/article/10.1186/s12859-019-3092-y,Article
A High Arithmetic Intensity Krylov Subspace Method Based on Stencil Compiler Programs,High Performance Computing in Science and Engineering,,,,10.1007/978-3-319-97136-0_1,Simplice DonfackPatrick SananOlaf SchenkBram RepsWim Vanroose,2018,https://link.springer.com/chapter/10.1007/978-3-319-97136-0_1,Conference paper
Automatically Generating Secure Wrappers for SGX Enclaves from Separation Logic Specifications,Programming Languages and Systems,,,,10.1007/978-3-319-71237-6_6,Neline van GinkelRaoul StrackxFrank Piessens,2017,https://link.springer.com/chapter/10.1007/978-3-319-71237-6_6,Conference paper
CPArec: Verifying Recursive Programs via Source-to-Source Program Transformation,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-662-46681-0_35,Yu-Fang ChenChiao HsiehMing-Hsien TsaiBow-Yaw WangFarn Wang,2015,https://link.springer.com/chapter/10.1007/978-3-662-46681-0_35,Conference paper
A review of dietary stilbenes: sources and bioavailability,Phytochemistry Reviews,,,,10.1007/s11101-018-9578-9,Toni El KhawandArnaud CourtoisJosep VallsTristan RichardStéphanie Krisa,2018,https://link.springer.com/article/10.1007/s11101-018-9578-9,Article
"Documentation Work, Design Capacity, and Teachers’ Expertise in Designing Instruction",The ‘Resource’ Approach to Mathematics Education,,,,10.1007/978-3-030-20393-1_11,Sebastian RezatCarole Le HénaffJana VisnovskaOk-Kyeong KimLaurence LeroyerHussein SabraSuzane El HageChongyang Wang,2019,https://link.springer.com/chapter/10.1007/978-3-030-20393-1_11,Chapter
Intersection as key locations for bearded capuchin monkeys (<i>Sapajus libidinosus</i>) traveling within a route network,Animal Cognition,,,,10.1007/s10071-018-1176-0,A. PresottoM. P. VerderaneL. BiondiO. Mendonça-FurtadoN. SpagnolettiM. MaddenP. Izar,2018,https://link.springer.com/article/10.1007/s10071-018-1176-0,Article
Verifying Properties of Differentiable Programs,Static Analysis,,,,10.1007/978-3-319-99725-4_14,Jan HückelheimZiqing LuoSri Hari Krishna NarayananStephen SiegelPaul D. Hovland,2018,https://link.springer.com/chapter/10.1007/978-3-319-99725-4_14,Conference paper
On-Demand Fault-Tolerant Loop Processing,Symbolic Parallelization of Nested Loop Programs,,,,10.1007/978-3-319-73909-0_5,Alexandru-Petru TanaseFrank HannigJürgen Teich,2018,https://link.springer.com/chapter/10.1007/978-3-319-73909-0_5,Chapter
Py3plex toolkit for visualization and analysis of multilayer networks,Applied Network Science,,,,10.1007/s41109-019-0203-7,Blaž ŠkrljJan KraljNada Lavrač,2019,https://link.springer.com/article/10.1007/s41109-019-0203-7,Article
Locality and Singularity for Store-Atomic Memory Models,Networked Systems,,,,10.1007/978-3-319-59647-1_11,Egor DerevenetcRoland MeyerSebastian Schweizer,2017,https://link.springer.com/chapter/10.1007/978-3-319-59647-1_11,Conference paper
Bioaugmentation of Petroleum Hydrocarbon in Contaminated Soil: A Review,Microbial Action on Hydrocarbons,,,,10.1007/978-981-13-1840-5_17,Z. Nur ZaidaM. T. Piakong,2018,https://link.springer.com/chapter/10.1007/978-981-13-1840-5_17,Chapter
Inferring functional properties of matrix manipulating programs by abstract interpretation,Formal Methods in System Design,,,,10.1007/s10703-017-0311-x,Matthieu JournaultAntoine Miné,2018,https://link.springer.com/article/10.1007/s10703-017-0311-x,Article
Securing the SSA Transform,Static Analysis,,,,10.1007/978-3-319-66706-5_5,Chaoqiang DengKedar S. Namjoshi,2017,https://link.springer.com/chapter/10.1007/978-3-319-66706-5_5,Conference paper
Transcompiling Firewalls,Principles of Security and Trust,,,,10.1007/978-3-319-89722-6_13,Chiara BodeiPierpaolo DeganoRiccardo FocardiLetterio GallettaMauro Tempesta,2018,https://link.springer.com/chapter/10.1007/978-3-319-89722-6_13,Conference paper
"Panda: A Compiler Framework for Concurrent CPU<span class=""mathjax-tex"">\(+\)</span>GPU Execution of 3D Stencil Computations on GPU-accelerated Supercomputers",International Journal of Parallel Programming,,,,10.1007/s10766-016-0454-1,Mohammed SourouriScott B. BadenXing Cai,2016,https://link.springer.com/article/10.1007/s10766-016-0454-1,Article
Lazy-CSeq 2.0: Combining Lazy Sequentialization with Abstract Interpretation,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-662-54580-5_26,Truc L. NguyenOmar InversoBernd FischerSalvatore La TorreGennaro Parlato,2017,https://link.springer.com/chapter/10.1007/978-3-662-54580-5_26,Conference paper
Tailorable Remote Assistance with RemoteAssistKit: A Study of and Design Response to Remote Assistance in the Manufacturing Industry,Collaboration Technologies and Social Computing,,,,10.1007/978-3-030-28011-6_6,Troels Ammitsbøl RasmussenKaj Gronbak,2019,https://link.springer.com/chapter/10.1007/978-3-030-28011-6_6,Conference paper
Towards Pluri-Platform Development: Evaluating a Graphical Model-Driven Approach to App Development Across Device Classes,"Towards Integrated Web, Mobile, and IoT Technology",,,,10.1007/978-3-030-28430-5_3,Christoph RiegerHerbert Kuchen,2019,https://link.springer.com/chapter/10.1007/978-3-030-28430-5_3,Conference paper
MPEG Reconfigurable Video Coding,Handbook of Signal Processing Systems,,,,10.1007/978-3-319-91734-4_7,Marco MattavelliJorn W. JanneckMickaël Raulet,2019,https://link.springer.com/chapter/10.1007/978-3-319-91734-4_7,Chapter
On the Prediction of Smart Contracts’ Behaviours,"From Software Engineering to Formal Methods and Tools, and Back",,,,10.1007/978-3-030-30985-5_23,Cosimo LaneveClaudio Sacerdoti CoenAdele Veschetti,2019,https://link.springer.com/chapter/10.1007/978-3-030-30985-5_23,Chapter
Angular,Beginning Database Programming Using ASP.NET Core 3,,,,10.1007/978-1-4842-5509-4_7,Bipin Joshi,2019,https://link.springer.com/chapter/10.1007/978-1-4842-5509-4_7,Chapter
Software Technology That Deals with Deeper Memory Hierarchy in Post-petascale Era,Advanced Software Technologies for Post-Peta Scale Computing,,,,10.1007/978-981-13-1924-2_12,Toshio EndoHiroko MidorikawaYukinori Sato,2019,https://link.springer.com/chapter/10.1007/978-981-13-1924-2_12,Chapter
Hello World,Pro MERN Stack,,,,10.1007/978-1-4842-4391-6_2,Vasan Subramanian,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4391-6_2,Chapter
MPP SQL Query Optimization with RTCG,Big Data Analytics,,,,10.1007/978-3-030-04780-1_16,K. T. SridharM. A. SakkeerShiju AndrewsJimson Johnson,2018,https://link.springer.com/chapter/10.1007/978-3-030-04780-1_16,Conference paper
Concurrent Program Verification with Lazy Sequentialization and Interval Analysis,Networked Systems,,,,10.1007/978-3-319-59647-1_20,Truc L. NguyenBernd FischerSalvatore La TorreGennaro Parlato,2017,https://link.springer.com/chapter/10.1007/978-3-319-59647-1_20,Conference paper
Robust vectorization method for electrical circuit drawings using component morphology,Pattern Analysis and Applications,,,,10.1007/s10044-018-0686-3,Paramita DeSekhar MandalPartha BhowmickBhabatosh Chanda,2018,https://link.springer.com/article/10.1007/s10044-018-0686-3,Article
An efficient authentication method for AMBTC compressed images using adaptive pixel pair matching,Multimedia Tools and Applications,,,,10.1007/s11042-017-4899-z,Wien HongMeijin ChenTung Shou ChenChien-Che Huang,2017,https://link.springer.com/article/10.1007/s11042-017-4899-z,Article
Classification and Software Culture,Fundamentals of Software Culture,,,,10.1007/978-981-13-0701-0_3,Zheng QinHuidi ZhangXin QinKaiping XuKouemo Ngayo Anatoli DimitrovGuolong WangWenhui Yu,2018,https://link.springer.com/chapter/10.1007/978-981-13-0701-0_3,Chapter
Environmental Nanotechnology,Handbook of Environmental Materials Management,,,,10.1007/978-3-319-58538-3_94-1,Junaid SaleemUsman Bin ShahidGordon McKay,2018,https://link.springer.com/rwe/10.1007/978-3-319-58538-3_94-1,Living reference work entry
Thermodynamics and Kinetics of Gasification,Coal and Biomass Gasification,,,,10.1007/978-981-10-7335-9_2,M. R. RaviSangeeta Kohli,2018,https://link.springer.com/chapter/10.1007/978-981-10-7335-9_2,Chapter
Building Smart University Using Innovative Technology and Architecture,Smart Universities,,,,10.1007/978-3-319-59454-5_6,Attila Adamkó,2018,https://link.springer.com/chapter/10.1007/978-3-319-59454-5_6,Chapter
Data-Driven Thread Execution on Heterogeneous Processors,International Journal of Parallel Programming,,,,10.1007/s10766-016-0486-6,Samer ArandiGeorge MatheouCostas KyriacouParaskevas Evripidou,2017,https://link.springer.com/article/10.1007/s10766-016-0486-6,Article
Heap Partitioning and Parallelisation,Separation Logic for High-level Synthesis,,,,10.1007/978-3-319-53222-6_4,Felix Winterstein,2017,https://link.springer.com/chapter/10.1007/978-3-319-53222-6_4,Chapter
The Case for Polymorphic Registers in Dataflow Computing,International Journal of Parallel Programming,,,,10.1007/s10766-017-0494-1,Cătălin Bogdan CiobanuGeorgi GaydadjievChristian PilatoDonatella Sciuto,2017,https://link.springer.com/article/10.1007/s10766-017-0494-1,Article
Excipient risk assessment: possible approaches to assessing the risk associated with excipient function,Journal of Pharmaceutical Investigation,,,,10.1007/s40005-017-0354-4,Olena RubanYurii PidpruzhnykovTetiana Kolisnyk,2017,https://link.springer.com/article/10.1007/s40005-017-0354-4,Article
Loop Parallelization Techniques for FPGA Accelerator Synthesis,Journal of Signal Processing Systems,,,,10.1007/s11265-017-1229-7,Oliver ReicheM. Akif ÖzkanFrank HannigJürgen TeichMoritz Schmid,2017,https://link.springer.com/article/10.1007/s11265-017-1229-7,Article
Progress-Sensitive Security for SPARK,Engineering Secure Software and Systems,,,,10.1007/978-3-319-30806-7_2,Willard RafnssonDeepak GargAndrei Sabelfeld,2016,https://link.springer.com/chapter/10.1007/978-3-319-30806-7_2,Conference paper
.NET Fundamentals,Pro .NET Memory Management,,,,10.1007/978-1-4842-4027-4_4,Konrad Kokosa,2018,https://link.springer.com/chapter/10.1007/978-1-4842-4027-4_4,Chapter
Towards Efficient Multi-domain Data Processing,Data Management Technologies and Applications,,,,10.1007/978-3-319-62911-7_3,Johannes LuongDirk HabichThomas KissingerWolfgang Lehner,2017,https://link.springer.com/chapter/10.1007/978-3-319-62911-7_3,Conference paper
Leveraging OpenMP 4.5 Support in CLANG for Fortran,Scaling OpenMP for Exascale Performance and Portability,,,,10.1007/978-3-319-65578-9_3,Hyojin SungTong ChenZehra SuraTarique Islam,2017,https://link.springer.com/chapter/10.1007/978-3-319-65578-9_3,Conference paper
DepthK: A k-Induction Verifier Based on Invariant Inference for C Programs,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-662-54580-5_23,Williame RochaHerbert RochaHussama IsmailLucas CordeiroBernd Fischer,2017,https://link.springer.com/chapter/10.1007/978-3-662-54580-5_23,Conference paper
Expressing and Applying C++ Code Transformations for the HDF5 API Through a DSL,Computer Information Systems and Industrial Management,,,,10.1007/978-3-319-59105-6_26,Martin GolasowskiJoão BispoJan MartinovičKateřina SlaninováJoão M. P. Cardoso,2017,https://link.springer.com/chapter/10.1007/978-3-319-59105-6_26,Conference paper
Introduction,Separation Logic for High-level Synthesis,,,,10.1007/978-3-319-53222-6_1,Felix Winterstein,2017,https://link.springer.com/chapter/10.1007/978-3-319-53222-6_1,Chapter
RedThreads: An Interface for Application-Level Fault Detection/Correction Through Adaptive Redundant Multithreading,International Journal of Parallel Programming,,,,10.1007/s10766-017-0492-3,Saurabh HukerikarKeita TeranishiPedro C. DinizRobert F. Lucas,2017,https://link.springer.com/article/10.1007/s10766-017-0492-3,Article
Compiling Parallel Circuits,Compilation for Secure Multi-party Computation,,,,10.1007/978-3-319-67522-0_5,Niklas BüscherStefan Katzenbeisser,2017,https://link.springer.com/chapter/10.1007/978-3-319-67522-0_5,Chapter
Embedded Honeypotting,Cyber Deception,,,,10.1007/978-3-319-32699-3_9,Frederico AraujoKevin W. Hamlen,2016,https://link.springer.com/chapter/10.1007/978-3-319-32699-3_9,Chapter
On Futures for Streaming Data in ABS,"Formal Techniques for Distributed Objects, Components, and Systems",,,,10.1007/978-3-319-60225-7_5,Keyvan AzadbakhtNikolaos BezirgiannisFrank S. de Boer,2017,https://link.springer.com/chapter/10.1007/978-3-319-60225-7_5,Conference paper
A formal basis for the design and analysis of firewall security policies,Journal of King Saud University Computer and Information Sciences,,,,10.1016/j.jksuci.2016.11.008,Ahmed KhoumsiMohammed ErradiWadie Krombi,2016,https://link.springer.com/article/10.1016/j.jksuci.2016.11.008,Article
WebPol: Fine-Grained Information Flow Policies for Web Browsers,Computer Security – ESORICS 2017,,,,10.1007/978-3-319-66402-6_15,Abhishek BichhawatVineet RajaniJinank JainDeepak GargChristian Hammer,2017,https://link.springer.com/chapter/10.1007/978-3-319-66402-6_15,Conference paper
Accretion Disks and Coronae in the X-Ray Flashlight,Space Science Reviews,,,,10.1007/s11214-017-0448-3,Nathalie DegenaarDavid R. BallantyneTomaso BelloniManoneeta ChakrabortyYu-Peng ChenLong JiPeter KretschmarErik KuulkersJian LiThomas J. MaccaroneJulien MalzacShu ZhangShuang-Nan Zhang,2017,https://link.springer.com/article/10.1007/s11214-017-0448-3,Article
Automatic Local Memory Management for Multicores Having Global Address Space,Languages and Compilers for Parallel Computing,,,,10.1007/978-3-319-52709-3_21,Kouhei YamamotoTomoya ShirakawaYoshitake OkiAkimasa YoshidaKeiji KimuraHironori Kasahara,2017,https://link.springer.com/chapter/10.1007/978-3-319-52709-3_21,Conference paper
Automatic Acceleration of Stencil Codes in Android Devices,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-3-319-65482-9_6,Sergio AfonsoAlejandro AcostaFrancisco Almeida,2017,https://link.springer.com/chapter/10.1007/978-3-319-65482-9_6,Conference paper
Probabilistic-Based Selection of Alternate Implementations for Heterogeneous Platforms,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-3-319-65482-9_60,Javier FernándezAndrés Sánchez CuadradoDavid del Rio AstorgaManuel F. DolzJ. Daniel García,2017,https://link.springer.com/chapter/10.1007/978-3-319-65482-9_60,Conference paper
A Domain-Specific Language for Software-Defined Radio,Practical Aspects of Declarative Languages,,,,10.1007/978-3-319-51676-9_12,Geoffrey Mainland,2017,https://link.springer.com/chapter/10.1007/978-3-319-51676-9_12,Conference paper
On Global Scheduling Independency in Networks of Timed Automata,Formal Modeling and Analysis of Timed Systems,,,,10.1007/978-3-319-65765-3_3,Sergio Feo-ArenisMilan VujinovićBernd Westphal,2017,https://link.springer.com/chapter/10.1007/978-3-319-65765-3_3,Conference paper
"Assessing and discovering parallelism in C<span class=""mathjax-tex"">\(++\)</span> code for heterogeneous platforms",The Journal of Supercomputing,,,,10.1007/s11227-016-1794-8,David del Rio AstorgaRafael SotomayorLuis Miguel SanchezJavier Garcia BlasAlejandro CalderonJavier Fernandez,2016,https://link.springer.com/article/10.1007/s11227-016-1794-8,Article
Compiling and Optimizing OpenMP 4.X Programs to OpenCL and SPIR,Scaling OpenMP for Exascale Performance and Portability,,,,10.1007/978-3-319-65578-9_4,Marcio M. PereiraRafael C. F. SousaGuido Araujo,2017,https://link.springer.com/chapter/10.1007/978-3-319-65578-9_4,Conference paper
Let’s Face It: Faceted Values for Taint Tracking,Computer Security – ESORICS 2016,,,,10.1007/978-3-319-45744-4_28,Daniel SchoepeMusard BalliuFrank PiessensAndrei Sabelfeld,2016,https://link.springer.com/chapter/10.1007/978-3-319-45744-4_28,Conference paper
Power generator driven by Maxwell’s demon,Nature Communications,,,,10.1038/ncomms15301,Kensaku ChidaSamarth DesaiKatsuhiko NishiguchiAkira Fujiwara,2017,https://link.springer.com/article/10.1038/ncomms15301,Article
Custom Multi-cache Architectures,Separation Logic for High-level Synthesis,,,,10.1007/978-3-319-53222-6_5,Felix Winterstein,2017,https://link.springer.com/chapter/10.1007/978-3-319-53222-6_5,Chapter
ArgueApply: A Mobile App for Argumentation,Logic Programming and Nonmonotonic Reasoning,,,,10.1007/978-3-319-61660-5_23,Jörg Pührer,2017,https://link.springer.com/chapter/10.1007/978-3-319-61660-5_23,Conference paper
High-Level Synthesis of Dynamic Data Structures,Separation Logic for High-level Synthesis,,,,10.1007/978-3-319-53222-6_2,Felix Winterstein,2017,https://link.springer.com/chapter/10.1007/978-3-319-53222-6_2,Chapter
Machine Learning-Driven Automatic Program Transformation to Increase Performance in Heterogeneous Architectures,Tools for High Performance Computing 2016,,,,10.1007/978-3-319-56702-0_7,Salvador TamaritGuillermo ViguerasManuel CarroJulio Mariño,2017,https://link.springer.com/chapter/10.1007/978-3-319-56702-0_7,Conference paper
Strength development characteristics of concrete produced with blended cement using ground granulated blast furnace slag (GGBS) under various curing conditions,Sādhanā,,,,10.1007/s12046-017-0667-z,Shahab SamadAttaullah ShahMukesh C Limbachiya,2017,https://link.springer.com/article/10.1007/s12046-017-0667-z,Article
The Notion of a Software Language,Software Languages,,,,10.1007/978-3-319-90800-7_1,Ralf Lämmel,2018,https://link.springer.com/chapter/10.1007/978-3-319-90800-7_1,Chapter
Generation of parallel synchronization-free tiled code,Computing,,,,10.1007/s00607-017-0576-3,Wlodzimierz BieleckiMarek PalkowskiPiotr Skotnicki,2017,https://link.springer.com/article/10.1007/s00607-017-0576-3,Article
Evaluation of realistic layouts for next generation on-scalp MEG: spatial information density maps,Scientific Reports,,,,10.1038/s41598-017-07046-6,Bushra RiazChristoph PfeifferJustin F. Schneiderman,2017,https://link.springer.com/article/10.1038/s41598-017-07046-6,Article
Front End,The Full Stack Developer,,,,10.1007/978-1-4842-4152-3_6,Chris Northwood,2018,https://link.springer.com/chapter/10.1007/978-1-4842-4152-3_6,Chapter
Anesthesia for Cardiac Ablation Procedures,Out of Operating Room Anesthesia,,,,10.1007/978-3-319-39150-2_14,Igor O. ZhukovYuriy O. Zhukov,2017,https://link.springer.com/chapter/10.1007/978-3-319-39150-2_14,Chapter
Combining Data and Computation Distribution Directives for Hybrid Parallel Programming : A Transformation System,International Journal of Parallel Programming,,,,10.1007/s10766-016-0428-3,Rachid HabelFrédérique Silber-ChaussumierFrançois IrigoinElisabeth BrunetFrançois Trahay,2016,https://link.springer.com/article/10.1007/s10766-016-0428-3,Article
Does the Migration of Cross-Platform Apps Towards the Android Platform Matter? An Approach and a User Study,Product-Focused Software Process Improvement,,,,10.1007/978-3-030-35333-9_9,Maria CauloRita FranceseGiuseppe ScannielloAntonio Spera,2019,https://link.springer.com/chapter/10.1007/978-3-030-35333-9_9,Conference paper
Out-of-the-Box Customizations,Customizing Dynamics 365,,,,10.1007/978-1-4842-4379-4_3,Sanjaya Yapa,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4379-4_3,Chapter
Building Code,.NET DevOps for Azure,,,,10.1007/978-1-4842-5343-4_6,Jeffrey Palermo,2019,https://link.springer.com/chapter/10.1007/978-1-4842-5343-4_6,Chapter
The Technological Roadmap of Parallware and Its Alignment with the OpenPOWER Ecosystem,High Performance Computing,,,,10.1007/978-3-319-67630-2_19,Manuel ArenazOscar HernandezDirk Pleiter,2017,https://link.springer.com/chapter/10.1007/978-3-319-67630-2_19,Conference paper
MAPS: A Software Development Environment for Embedded Multicore Applications,Handbook of Hardware/Software Codesign,,,,10.1007/978-94-017-7267-9_2,Rainer LeupersMiguel Angel AguilarJuan Fernando EusseJeronimo CastrillonWeihua Sheng,2017,https://link.springer.com/rwe/10.1007/978-94-017-7267-9_2,Reference work entry
Neuromapp: A Mini-application Framework to Improve Neural Simulators,High Performance Computing,,,,10.1007/978-3-319-58667-0_10,Timothée EwartJudit PlanasFrancesco CremonesiKai LangenFelix SchürmannFabien Delalondre,2017,https://link.springer.com/chapter/10.1007/978-3-319-58667-0_10,Conference paper
An FPGA-based Integrated MapReduce Accelerator Platform,Journal of Signal Processing Systems,,,,10.1007/s11265-016-1108-7,Christoforos KachrisDionysios DiamantopoulosGeorgios Ch. SirakoulisDimitrios Soudris,2016,https://link.springer.com/article/10.1007/s11265-016-1108-7,Article
Focusing on Precision- and Trust-Propagation in Knowledge Processing Systems,Future Data and Security Engineering,,,,10.1007/978-3-319-70004-5_28,Markus JägerJussi NikanderStefan NadschlägerVan Quoc Phuong HuynhJosef Küng,2017,https://link.springer.com/chapter/10.1007/978-3-319-70004-5_28,Conference paper
Sound,Physics of Oscillations and Waves,,,,10.1007/978-3-319-72314-3_7,Arnt Inge Vistnes,2018,https://link.springer.com/chapter/10.1007/978-3-319-72314-3_7,Chapter
Compiling Depth-Optimized Circuits for Multi-Round MPC Protocols,Compilation for Secure Multi-party Computation,,,,10.1007/978-3-319-67522-0_6,Niklas BüscherStefan Katzenbeisser,2017,https://link.springer.com/chapter/10.1007/978-3-319-67522-0_6,Chapter
Towards Scalable and Optimizing Compilation for MPC,Compilation for Secure Multi-party Computation,,,,10.1007/978-3-319-67522-0_7,Niklas BüscherStefan Katzenbeisser,2017,https://link.springer.com/chapter/10.1007/978-3-319-67522-0_7,Chapter
Secure Application Execution in Mobile Devices,The New Codebreakers,,,,10.1007/978-3-662-49301-4_26,Mehari G. MsgnaHouda FerradiRaja Naeem AkramKonstantinos Markantonakis,2016,https://link.springer.com/chapter/10.1007/978-3-662-49301-4_26,Chapter
Big Data for a Linked Open Economy,Advances in Big Data,,,,10.1007/978-3-319-47898-2_28,M. VafopoulosI. AnagnostopoulosD. NegkasG. RazisG. VafeiadisI. SkarosK. GlykosA. TzaniE. Galanos,2017,https://link.springer.com/chapter/10.1007/978-3-319-47898-2_28,Conference paper
AXIOM: A Flexible Platform for the Smart Home,Components and Services for IoT Platforms,,,,10.1007/978-3-319-42304-3_3,Roberto GiorgiNicola BettinPaolo GaiXavier MartorellAntonio Rizzo,2017,https://link.springer.com/chapter/10.1007/978-3-319-42304-3_3,Chapter
Exploring Cloud Elasticity in Scientific Applications,Cloud Computing,,,,10.1007/978-3-319-54645-2_4,Guilherme GalanteRodrigo da Rosa Righi,2017,https://link.springer.com/chapter/10.1007/978-3-319-54645-2_4,Chapter
A survey on search-based model-driven engineering,Automated Software Engineering,,,,10.1007/s10515-017-0215-4,Ilhem BoussaïdPatrick SiarryMohamed Ahmed-Nacer,2017,https://link.springer.com/article/10.1007/s10515-017-0215-4,Article
"Refactoring Legacy JavaScript Code to Use Classes: The Good, The Bad and The Ugly",Mastering Scale and Complexity in Software Reuse,,,,10.1007/978-3-319-56856-0_11,Leonardo Humberto SilvaMarco Tulio ValenteAlexandre Bergel,2017,https://link.springer.com/chapter/10.1007/978-3-319-56856-0_11,Conference paper
Efficient family-based model checking via variability abstractions,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-016-0425-2,Aleksandar S. DimovskiAhmad Salim Al-SibahiClaus BrabrandAndrzej Wąsowski,2016,https://link.springer.com/article/10.1007/s10009-016-0425-2,Article
Site-specific partially nonergodic PSHA for a hard-rock critical site in southern France: adjustment of ground motion prediction equations and sensitivity analysis,Bulletin of Earthquake Engineering,,,,10.1007/s10518-017-0118-6,Gabriele AmeriFabrice HollenderVincent PerronChristophe Martin,2017,https://link.springer.com/article/10.1007/s10518-017-0118-6,Article
Secure computation of hidden Markov models and secure floating-point arithmetic in the malicious model,International Journal of Information Security,,,,10.1007/s10207-016-0350-0,Mehrdad AliasgariMarina BlantonFattaneh Bayatbabolghani,2016,https://link.springer.com/article/10.1007/s10207-016-0350-0,Article
Summarizing Software Artifacts: A Literature Review,Journal of Computer Science and Technology,,,,10.1007/s11390-016-1671-1,Najam NazarYan HuHe Jiang,2016,https://link.springer.com/article/10.1007/s11390-016-1671-1,Article
Boosting Java Performance Using GPGPUs,Architecture of Computing Systems - ARCS 2017,,,,10.1007/978-3-319-54999-6_5,James ClarksonChristos KotselidisGavin BrownMikel Luján,2017,https://link.springer.com/chapter/10.1007/978-3-319-54999-6_5,Conference paper
Program Transformation and Compilation,Deductive Software Verification – The KeY Book,,,,10.1007/978-3-319-49812-6_14,Ran JiRichard  Bubel,2016,https://link.springer.com/chapter/10.1007/978-3-319-49812-6_14,Chapter
